source_id,source_text,target_id,target_text,rank
PR.IR-02,PR.IR-02: The organization's technology assets are protected from environmental threats (formerly PR.IP-05),8.7,"Collect URL request audit logs on enterprise assets, where appropriate and supported.",2
PR.IR-02,PR.IR-02: The organization's technology assets are protected from environmental threats (formerly PR.IP-05),13.7,"Deploy a host-based intrusion prevention solution on enterprise assets, where appropriate and/or supported. Example implementations include use of an Endpoint Detection and Response (EDR) client or host-based IPS agent.",3
PR.IR-02,PR.IR-02: The organization's technology assets are protected from environmental threats (formerly PR.IP-05),8.1,Retain audit logs across enterprise assets for a minimum of 90 days.,4
PR.IR-02,PR.IR-02: The organization's technology assets are protected from environmental threats (formerly PR.IP-05),8.6,"Collect DNS query audit logs on enterprise assets, where appropriate and supported.",5
PR.IR-03,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations (formerly PR.PT-05),18.3,Remediate penetration test findings based on the enterprises documented vulnerability remediation process. This should include determing a timeline and level of effort based on the impact and prioritization of each identified finding.,1
PR.IR-03,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations (formerly PR.PT-05),11.5,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",2
PR.IR-03,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations (formerly PR.PT-05),18.5,"Perform periodic internal penetration tests based on program requirements, no less than annually. The testing may be clear box or opaque box.",3
PR.IR-03,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations (formerly PR.PT-05),16.11,"Leverage vetted modules or services for application security components, such as identity management, encryption, and auditing and logging. Using platform features in critical security functions will reduce developers workload and minimize the likelihood of design or implementation errors. Modern operating systems provide effective mechanisms for identification, authentication, and authorization and make those mechanisms available to applications. Use only standardized, currently accepted, and extensively reviewed encryption algorithms. Operating systems also provide mechanisms to create and maintain secure audit logs.",4
PR.IR-03,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations (formerly PR.PT-05),17.7,"Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",5
PR.IR-04,PR.IR-04: Adequate resource capacity to ensure availability is maintained (formerly PR.DS-04),8.3,Ensure that logging destinations maintain adequate storage to comply with the enterprises audit log management process.,1
PR.IR-04,PR.IR-04: Adequate resource capacity to ensure availability is maintained (formerly PR.DS-04),12.8,"Establish and maintain dedicated computing resources, either physically or logically separated, for all administrative tasks or tasks requiring administrative access. The computing resources should be segmented from the enterprise's primary network and not be allowed internet access.",2
PR.IR-04,PR.IR-04: Adequate resource capacity to ensure availability is maintained (formerly PR.DS-04),12.2,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",3
PR.IR-04,PR.IR-04: Adequate resource capacity to ensure availability is maintained (formerly PR.DS-04),12.2,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",4
PR.IR-04,PR.IR-04: Adequate resource capacity to ensure availability is maintained (formerly PR.DS-04),12.1,"Ensure network infrastructure is kept up-to-date. Example implementations include running the latest stable release of software and/or using currently supported network-as-a-service offerings. Review software versions monthly, or more frequently, to verify software support.",5
DE.CM-01,"DE.CM-01: Networks and network services are monitored to find potentially adverse events (formerly DE.CM-01, DE.CM-04, DE.CM-05, DE.CM-07)",13.6,Collect network traffic flow logs and/or network traffic to review and alert upon from network devices.,1
DE.CM-01,"DE.CM-01: Networks and network services are monitored to find potentially adverse events (formerly DE.CM-01, DE.CM-04, DE.CM-05, DE.CM-07)",13.3,"Deploy a network intrusion detection solution on enterprise assets, where appropriate. Example implementations include the use of a Network Intrusion Detection System (NIDS) or equivalent cloud service provider (CSP) service.",2
